Manufacturer,ManPartNum,Description,ItemNum,Price,ListPr,OnHand,Wgt,UPC,Long Description,MAP/UP
"Plantronics, Inc. (Plantronics Product)",81087-01,SPARE BATTERY PACKCT14,81087-01,8.91,14.95,36,0.05,17229129702,,
"Plantronics, Inc. (Plantronics Product)",81292-01,Small Eartips for Voyager Pro3 Pack,81292-01,3.57,4.95,9,0.001,17229130357,,
"Plantronics, Inc. (Plantronics Product)",81292-02,Med Eartips for Voyager Pro3 Pack,81292-02,3.57,4.95,9,0.15,17229130364,,
"Plantronics, Inc. (Plantronics Product)",81292-03,Large Eartips for Voyager Pro3 Pack,81292-03,3.57,4.95,0,0.15,17229130371,,
"Plantronics, Inc. (Plantronics Product)",81293-01,Voyager Pro Carry Case (no Belt clip included),81293-01,4.46,12.95,13,0.1,17229130838,,
"Plantronics, Inc. (Plantronics Product)",81423-01,SpareAC main adapterstraight plugSAVI,81423-01,13.07,19.95,16,0.15,17229133624,AC power supply for the Savi W710W720. CS510CS520 and it could be used on the S11 and S12,
"Plantronics, Inc. (Plantronics Product)",81426-01,SAVI WH100 COMFORT KIT1 Tab Eartip2 Ear Cushions,81426-01,3.57,4.95,0,0.001,17229133853,,
Cortelco,815000-TAB-PAK,Handset Tab Pack,815000-TAB-PAK,0.25,0.5,0,0.05,,,
Cortelco,815000-VOE-21F,8150 TrendlineBlack,815000-VOE-21F,24.06,25.14,85,1.4,48044815013,<html><ul>Features:<li>Receiver Volume Control</li><li>Lighted Dial</li><li>Electronic Ringer</li><li>Tone/Pulse Dialing</li><li>Hearing Aid Compatible</li><li>Directory Card</li><li>Flash</li><li>Mute</li><li>Fully Modular</li><li>Reset Button</li><li>Twelve -Foot Coil Cord</li><li>Lash Number Redial</li><li>Desk/Wall Mountable</li></ul></html>,
Cortelco,815044-TAB-PAK,Tab Pack for TrendlineAsh,815044-TAB-PAK,0.25,0.38,0,0.001,,,
Cortelco,815044-VOE-21F,8150 TrendlineAsh,815044-VOE-21F,24.06,25.14,19,1.35,48044815051,Electronic Ringer (Hi/Low/Off) * Flash * Redial * Lighted Keypad * Hearing Aid Compatible * Modular * MADE IN U.S.A. * 2 Year Warranty,
Cortelco,815047-VOE-21F,8150 TrendlineRed,815047-VOE-21F,24.06,25.14,26,1.4,48044815082,<html><ul>Features:<li>Receiver Volume Control</li><li>Lighted Dial</li><li>Electronic Ringer</li><li>Tone/Pulse Dialing</li><li>Hearing Aid Compatible</li><li>Directory Card</li><li>Flash</li><li>Mute</li><li>Fully Modular</li><li>Reset Button</li><li>Twelve -Foot Coil Cord</li><li>Lash Number Redial</li><li>Desk/Wall Mountable</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",82396-11,Savi W430 (UC Standard),82396-11,162.74,304.95,13,1.15,17229132542,,
"Plantronics, Inc. (Plantronics Product)",82397-11,W430-M Savi Office (Microsoft),82397-11,162.74,304.95,0,1.05,17229132559,,
"Plantronics, Inc. (Plantronics Product)",82905-21,Headset Savi 480 Replacement Headset Over-The-EarDect 6.0 For W730W430,82905-21,101.39,179.95,62,2.3,17229136236,,
ClearOne,830-000-012,Cable Assembly Telephone12 FT,830-000-012,5.14,6,0,0,,,
ClearOne,830-156-200,10 FT Chat 150 USB Cable,830-156-200,26.16,30,0,0.25,,,
ClearOne,830-158-002L,Cable Assembly - RJ-45/RJ-4525 FT,830-158-002L,5.14,6,2,0.5,,,
ClearOne,830-158-005L,Cable Assembly RJ45M/RJ45M12 FT,830-158-005L,2.44,3,0,0.25,,12-foot accessory cable.,
ClearOne,830-158-010L,Cable AssemblyRJ4512FT,830-158-010L,28.68,46.99,0,0.1,,,
ClearOne,830-158-011L,Cable Assembly RJ45 Keyed25 FT,830-158-011L,21.8,25,0,0.6,,,
ClearOne,830-159-001,USB Cable (3 FT Black),830-159-001,21.8,25,0,0.1,,,
ClearOne,830-159-002,2.5mm - 3.5mm Audio Cable (3 FT Black),830-159-002,5.22,6,0,0.15,,,
ClearOne,830-159-003,3.5mm to RCA Cable (6 FT Black),830-159-003,5.22,6,0,0.15,,,
ClearOne,830-159-004,3.5mm - 3.5mm Cable (3 FT Black),830-159-004,5.23,6,0,0.001,,,
ClearOne,830-159-006,Headset to Headphone/Mic Splitter,830-159-006,17.44,20,0,0.1,,,
ClearOne,830-159-007,Chat50 Telephone Audio Cable For Cisco 79XX Series Phones,830-159-007,21.8,25,0,0.001,,,
ClearOne,830-159-008,Chat 50 Telephone Cable Inter-telEncore 1000 & 2000,830-159-008,13.07,15,0,0.15,,,
ClearOne,830-159-009,Avaya Cable for 24102620,830-159-009,13.07,15,0,0.001,,,
"Plantronics, Inc. (Plantronics Product)",83195-01,SpareKitCircumaural CushionsSupraplusENCOREPRO,83195-01,20.8,35,18,0.005,17229133716,,
"Plantronics, Inc. (Plantronics Product)",83296-02,CaseTravelBlackwireC420 Foldable Headset,83296-02,7.72,9.95,0,0.05,17229134287,,
"Plantronics, Inc. (Plantronics Product)",83322-11,SAVIOTH Binaural TopDect 6.0Black Cradle W720,83322-11,125.97,199.95,0,0.6,17229136250,,
"Plantronics, Inc. (Plantronics Product)",83356-01,WH500Convertible HeadsetCharge Cradle,83356-01,101.39,179.95,345,0.7,17229132498,,
"Plantronics, Inc. (Plantronics Product)",83407-01,Spare Voice Tube MS Series,83407-01,11.88,19.95,0,0.001,17229153080,,
"Plantronics, Inc. (Plantronics Product)",83542-01,W740SAVI 3IN1CONVERTIBLEUCDECT 6.0 NA,83542-01,221.99,415.95,2055,1.75,17229134126,,
"Plantronics, Inc. (Plantronics Product)",83543-11,W730 SAVI TRIPLE CONNECTIVITY OTE UC DECT 6.0 NA,83543-11,221.99,415.95,225,2.1,17229134188,,
"Plantronics, Inc. (Plantronics Product)",83550-01,D100SaviAdapterDECT 6.0NA,83550-01,74.87,120,0,0.7,17229132597,,
"Plantronics, Inc. (Plantronics Product)",83769-11,SpareBase Charging CradleWH210W730,83769-11,16.04,19.95,0,0.001,17229146273,,
"Plantronics, Inc. (Plantronics Product)",83776-11,SpareBase Charging CradleWH300/W710/WH350/W720,83776-11,16.04,19.95,0,0.001,17229146297,,
"Plantronics, Inc. (Plantronics Product)",83876-01,Plantronics D100-M Savi Adapter Moc Dect 6.0 Na 83876-01 D100M,83876-01,74.87,120,0,0.65,17229132764,,
"Plantronics, Inc. (Plantronics Product)",84001-01,W740-M SAVI 3IN1 CONVERTIBLE MOC DECT 6.0 NA,84001-01,221.99,415.95,2484,1.9,17229134157,,
"Plantronics, Inc. (Plantronics Product)",84002-11,W730-M SAVI TRIPLE CONNECTIVITY OTE MOC DECT 6.0 NA,84002-11,221.99,415.95,131,1.7,17229134195,,
"Plantronics, Inc. (Plantronics Product)",84007-01,Savi W410-MMicrosoft version(Monaural),84007-01,162.74,304.95,0,1.15,17229139657,,
"Plantronics, Inc. (Plantronics Product)",84007-03,Savi W410Standard version(Monaural),84007-03,162.74,304.95,9,1.15,17229139671,,
"Plantronics, Inc. (Plantronics Product)",84008-01,Savi W420-MMicrosoft version (Binaural),84008-01,173.41,324.95,7,1.2,17229139640,,
"Plantronics, Inc. (Plantronics Product)",84008-03,Savi W420Standard version(Binaural),84008-03,173.41,324.95,95,0.95,17229139664,,
"Plantronics, Inc. (Plantronics Product)",84104-01,SpareAC AdapterStraight PlugCALISTO 820/825/830/M22/MX10,84104-01,5.94,9.95,8,0.001,17229134737,,
"Plantronics, Inc. (Plantronics Product)",84598-01,Spare Battery WH500/W440/W740,84598-01,20.8,34.95,99,0.1,17229135390,,
"Plantronics, Inc. (Plantronics Product)",84599-01,ASE STANDARD CHARGING CRADLE WH500W440W740 (works with Savi Office),84599-01,16.04,19.95,35,0.1,17229135406,,
"Plantronics, Inc. (Plantronics Product)",84600-01,SPAREBASE DELUXE CHARGING CRADLEWH500/W440/W740,84600-01,23.77,29.95,0,0.05,17229135413,,
"Plantronics, Inc. (Plantronics Product)",84601-01,SPAREBASE DELUXE CHARGING KITWH500/W440/W740,84601-01,29.71,49.95,42,0.15,17229135420,,
"Plantronics, Inc. (Plantronics Product)",84602-01,Spare USB Deluxe Charger WH500W440W740W745,84602-01,16.04,19.95,0,0.05,17229135437,,
"Plantronics, Inc. (Plantronics Product)",84603-01,Spare USB Deluxe Charging Kit WH500/W440/W740,84603-01,26.74,44.95,7,0.15,17229135444,,
"Plantronics, Inc. (Plantronics Product)",84604-01,SpareFit KitEarloops/Earbuds WH500/W440/W740/W745,84604-01,11.88,14.95,147,0.05,17229135451,,
"Plantronics, Inc. (Plantronics Product)",84605-01,SpareHeadband AssyOTHWH500/W440/W740/W745/CS540,84605-01,16.04,19.95,209,0.15,17229135468,,
"Plantronics, Inc. (Plantronics Product)",84606-01,SpareBehind the head assemblyWH500/W440/W740/W745/CS540,84606-01,11.88,14.95,49,0.15,17229135475,,
"Plantronics, Inc. (Plantronics Product)",84609-01,SPARE CHARGE BASE 5 UNITS 3 PINS SAVI,84609-01,62.98,99.95,18,1.2,17229135482,,
"Plantronics, Inc. (Plantronics Product)",84661-01,SPARE EARLOOP EARTIPS KIT SM MED & LRG M100,84661-01,2.97,4.95,114,0.001,17229151550,,
"Plantronics, Inc. (Plantronics Product)",84691-01,CS510 Wireless DECT Monaural Headset,84691-01,176.1,329.95,2459,1.6,17229134744,,
"Plantronics, Inc. (Plantronics Product)",84691-11,CS510 / HL10 (with lifter),84691-11,218.79,409.95,125,1.15,17229137455,,
"Plantronics, Inc. (Plantronics Product)",84692-01,CS520 Wireless DECT Binaural Headset,84692-01,186.78,349.95,1414,1.6,17229134751,,
"Plantronics, Inc. (Plantronics Product)",84692-11,CS520 / HL10 (with lifter),84692-11,229.46,429.95,87,1.75,17229137462,,
"Plantronics, Inc. (Plantronics Product)",84693-01,CS540CONVERTIBLEDECT 6.0NA,84693-01,170.77,319.95,12803,1.1,17229134768,,
"Plantronics, Inc. (Plantronics Product)",84693-11,CS540 W/HL10 CONVERTIBLE DECT 6.0 NA (Bundle),84693-11,213.46,399.95,4815,1.5,17229136717,,
"Plantronics, Inc. (Plantronics Product)",84693-23,CS540Multi pack (3)ConvertibleDECT 6.0NA,84693-23,512.19,959.85,0,0,17229169609,Country of origin MX,
"Plantronics, Inc. (Plantronics Product)",84757-01,Panasonic EHS PSP adapter (UT-133/136/248/670),84757-01,8.91,14.95,219,0.001,17229136298,,
ClearOne,850-158-027,Charging Unit w/ Cable Retainer for Max Wireless,850-158-027,17.45,20,1,0.85,,,
"Plantronics, Inc. (Plantronics Product)",85117-01,SpareBT300 BT USB Adapter,85117-01,47.53,49.95,0,0.15,17229134652,,
"Plantronics, Inc. (Plantronics Product)",85117-02,SpareBT300 BT USB Adapter UC,85117-02,47.53,49.95,0,0.001,17229134683,,
"Plantronics, Inc. (Plantronics Product)",85298-01,Travel CaseBlackwire,85298-01,11.88,14.95,14,0.35,17229134690,,
"Plantronics, Inc. (Plantronics Product)",85638-01,CABLE ASSYMODULAREXTENDER CABLE,85638-01,8.91,14.95,105,0.001,17229134805,,
"Plantronics, Inc. (Plantronics Product)",85638-03,CableAdaptes M12M22 to GE Systems (was 40287-01),85638-03,8.91,14.95,0,0.05,17229138032,,
"Plantronics, Inc. (Plantronics Product)",85692-01,SpareEar loop and Ear gel kitBLACKWIRE 435,85692-01,7.13,9.95,16,0.001,17229135642,,
"Plantronics, Inc. (Plantronics Product)",85694-01,Neckband2 links and Carrying CaseBlackwire C435,85694-01,14.85,24.95,0,0.2,17229135666,,
"Plantronics, Inc. (Plantronics Product)",85696-01,SpareStereo Speaker with Y connectorBLACKWIRE 435,85696-01,14.26,19.95,0,0,17229135697,,
"Plantronics, Inc. (Plantronics Product)",85800-01,BLACKWIRE C435 PC HEADSET US,85800-01,46.32,69.95,34,0.4,17229135123,,
"Plantronics, Inc. (Plantronics Product)",85801-01,BLACKWIRE C435-M PC HEADSET US,85801-01,46.32,69.95,35,0.45,17229135130,,
"Plantronics, Inc. (Plantronics Product)",86005-01,BASECHARGE BASE1 UNIT3 PINS SAVI W440,86005-01,19.01,29.95,29,0.3,17229135499,,
"Plantronics, Inc. (Plantronics Product)",86006-01,CaseCarryingHard PortableW700ft. s,86006-01,11.88,14.95,0,0.001,17229135505,,
"Plantronics, Inc. (Plantronics Product)",86007-01,SpareCable Telephone Interface,86007-01,11.88,14.95,214,0.001,17229135185,,
"Plantronics, Inc. (Plantronics Product)",86008-01,SpareHL10 Straight and AC Adapter,86008-01,59.42,89.95,0,0.5,17229135192,,
"Plantronics, Inc. (Plantronics Product)",86009-01,SpareTelephone Interface CableSAVI,86009-01,11.88,14.95,0,0.1,17229136304,,
ClearOne,860-156-220L,Chat 150 Cisco Accessory Kit Includes Breakout Box - 79406070,860-156-220L,69.78,80,0,1,,Includes breakout box for 240046009600 telephone handsetspower adapterinternational power clipsRJ-9/RJ-9 telephone cable25link cable,
ClearOne,860-156-222L,Chat 150 Avaya Accessory Kit Includes Breakout Box - 24469600,860-156-222L,69.78,80,0,0.8,671010562224,Includes breakout box for 79407960and 7970 telephonespower adapterinternational power clipsRJ-9/RJ-9 telephone cable25link cable,
ClearOne,860-156-230L,Chat 150 VC Accessory Kit Includes Video Conference Breakout Box,860-156-230L,69.78,80,0,1.85,671010562309,,
"Plantronics, Inc. (Plantronics Product)",86079-01,SpareAC main adapterstraight plugMDA200/SAVI8210/SAVI8220,86079-01,11.88,19.95,15,0.3,17229135208,,
"Plantronics, Inc. (Plantronics Product)",86110-01,Backbeat 216White - Stereo Headphones with MicFor iPhone/MP3,86110-01,20.07,39.99,0,0.3,17229136182,,
"Plantronics, Inc. (Plantronics Product)",86110-11,Backbeat 216Black - Stereo Headphones with Mic.For iPhone/MP3,86110-11,20.07,39.99,0,0.6,17229136199,,
"Plantronics, Inc. (Plantronics Product)",86179-01,SpareCS540 Convertible HeadsetDECT 6.0,86179-01,84.32,159.95,182,0.4,17229136335,,
"Plantronics, Inc. (Plantronics Product)",86180-01,SpareBatteryHermit Lite (CS540),86180-01,23.77,39.95,1155,0.45,17229136342,,
"Plantronics, Inc. (Plantronics Product)",86305-01,CS530 Headset System,86305-01,176.1,329.95,1882,1.15,17229136441,,
"Plantronics, Inc. (Plantronics Product)",86305-11,CS530 with HL10 Lifter Headset System,86305-11,218.79,409.95,148,1.2,17229137240,,
"Plantronics, Inc. (Plantronics Product)",86507-01,Savi W745 Unlimited Talk TimeConvertible Over The Ear/Over The Head/Behind The Head,86507-01,248.67,465.95,578,1.85,17229136106,,
"Plantronics, Inc. (Plantronics Product)",86507-21,W745-M Unlimited TTSavi 3 in 1CONVMSFT CERTDECT 6.0NA,86507-21,248.67,465.95,158,1.75,17229142688,,
"Plantronics, Inc. (Plantronics Product)",86540-01,SPAREFIT KITEARLOOPS/EARBUDSCS540,86540-01,8.32,12.95,718,0.001,17229136359,,
"Plantronics, Inc. (Plantronics Product)",86658-01,SpareSavi Cable AssySTD-A to Micro USB Bw/o Ferrite,86658-01,7.13,9.95,0,0.001,17229161061,,
"Plantronics, Inc. (Plantronics Product)",86700-01,Calisto P620NA,86700-01,99.26,149.95,21,0.7,17229137301,,
"Plantronics, Inc. (Plantronics Product)",86701-01,Calisto P620-MNA,86701-01,99.26,149.95,14,0.85,17229137318,,
"Plantronics, Inc. (Plantronics Product)",86714-01,Magnetic USB ChargerW430W730CS530,86714-01,11.88,14.95,0,0.1,17229166493,,
"Plantronics, Inc. (Plantronics Product)",86872-01,HW261N-DCDUAL CHANNEL,86872-01,94.99,178,0,0.4,17229136823,,
"Plantronics, Inc. (Plantronics Product)",86919-01,Spare HeadsetMonauralWH300 Over-The-HeadDect 6.0CS510,86919-01,101.01,169.95,1,0.35,17229136533,,
"Plantronics, Inc. (Plantronics Product)",86920-01,HeadsetBinauralWH350 Over-The-HeadDECT 6.0CS520,86920-01,112.89,189.95,61,0.4,17229136540,,
"Plantronics, Inc. (Plantronics Product)",87128-01,H251HHearing Aid CompatibilityVTMonaural,87128-01,64.04,120,12,0.45,17229136847,,
"Plantronics, Inc. (Plantronics Product)",87129-01,H261HHearing Aid CompatibilityVTBinaural,87129-01,78.98,148,1,0.4,17229136861,,
"Plantronics, Inc. (Plantronics Product)",87229-01,SpareLeatherete Ear Cushion (2) W745/W740/W440/WH500/CS540,87229-01,11.88,14.95,63,0.25,17229136663,,
"Plantronics, Inc. (Plantronics Product)",87235-01,Spare headset for CS530WH210 OTE DECT 6.0,87235-01,112.89,179.95,114,0.2,17229137127,,
"Plantronics, Inc. (Plantronics Product)",87317-01,APC-45EHS,87317-01,51.1,79.95,19,0.45,17229137547,,
"Plantronics, Inc. (Plantronics Product)",87327-01,APD-80EHS,87327-01,51.1,79.95,115,1,17229137530,,
"Plantronics, Inc. (Plantronics Product)",87505-01,Blackwire C710-M (single-ear headset) optimized for Microsoft and Lync,87505-01,86.02,129.95,2,0.6,17229137882,,
"Plantronics, Inc. (Plantronics Product)",87505-02,Blackwire C710 (single-ear headset) UC Standard,87505-02,86.02,129.95,80,0.8,17229137899,,
"Plantronics, Inc. (Plantronics Product)",87506-11,Blackwire C720-M (dual-ear hi-fi stereo headset) optimized for Microsoft Lync,87506-11,99.26,149.95,11,0.55,17229143500,,
"Plantronics, Inc. (Plantronics Product)",87506-12,C720 Corded USBBlueTooth EnabledBinaural Style,87506-12,99.26,149.95,91,0.9,17229143524,,
"Plantronics, Inc. (Plantronics Product)",87527-01,SPARE KITFOAMEARLOOPW440W74020-PACK,87527-01,11.88,14.95,14,0.001,17229137110,,
"Plantronics, Inc. (Plantronics Product)",87670-01,VOYAGER LEGEND UC B235 NA,87670-01,117.4,199.95,153,0.85,17229137684,,
"Plantronics, Inc. (Plantronics Product)",87680-01,VOYAGER LEGEND UCB235-MNA,87680-01,117.4,199.95,222,0.7,17229137721,,
"Plantronics, Inc. (Plantronics Product)",87699-01,Ear CushionsLeatheretteQty 2C310&C320,87699-01,4.75,9.95,0,0.02,17229137523,,
"Plantronics, Inc. (Plantronics Product)",87709-01,SPAREFIT KIT EARBUDBACKBEAT GO,87709-01,2.97,4.95,0,0.001,17229137813,,
Cortelco,878041HNDCOM,Replacement handset for 8780 phone,878041HNDCOM,11.8,14.16,0,0.4,,,
"Plantronics, Inc. (Plantronics Product)",88225-01,SPAREEAR CUSHIONFOAMC215&C225/C310&C320,88225-01,2.97,4.95,26,0.001,17229137554,,
"Plantronics, Inc. (Plantronics Product)",88283-01,CS540-XDConvertible900MHZNA,88283-01,186.78,349.95,844,1.85,17229138476,,
"Plantronics, Inc. (Plantronics Product)",88284-01,CS510-XDOTHMON900MHZNA,88284-01,192.11,359.95,45,1.2,17229138490,,
"Plantronics, Inc. (Plantronics Product)",88285-01,CS520-XDOTHBIN900MHZNA,88285-01,202.78,379.95,49,1.35,17229138506,,
"Plantronics, Inc. (Plantronics Product)",88286-01,SPAREUSB BATTERY CHARGERCS545-XDNA,88286-01,29.11,39.95,4,0.1,17229138520,,
"Plantronics, Inc. (Plantronics Product)",88608-11,TR-11 Analog Adapter CableEHS,88608-11,51.1,79.95,0,0.4,17229141988,,
"Plantronics, Inc. (Plantronics Product)",88814-01,SPAREEARLOOPSENCOREPRO HW540 / HW530,88814-01,5.94,9.95,0,0.05,17229145238,,
"Plantronics, Inc. (Plantronics Product)",88815-01,HEADBANDBEHIND-THE-NECKENCOREPRO HW540,88815-01,11.88,19.95,1,1,17229145245,,
"Plantronics, Inc. (Plantronics Product)",88816-01,SpareOver the head bandEncorePro HW540,88816-01,11.88,19.95,0,0.2,17229145252,,
"Plantronics, Inc. (Plantronics Product)",88817-01,Ear CushionFoamEncore Pro HW530HW540,88817-01,2.97,4.95,61,0.001,17229145269,,
"Plantronics, Inc. (Plantronics Product)",88828-01,ENCOREPRO HW540NAROW,88828-01,65.11,122,3309,0.388,17229142947,,
"Plantronics, Inc. (Plantronics Product)",88832-01,SpareEar CushionLargeLeatheretteQTY 1EncorePro HW540,88832-01,4.16,6.95,7,0.05,17229145276,,
"Plantronics, Inc. (Plantronics Product)",88833-01,SpareEar CushionLeatheretteSmallENCOREPROHW540/HW530,88833-01,3.57,5.95,0,0.01,17229145283,,
